Banque;Ville;Nom Agence;Localisation;Note;Avis;Date Avis
CIH Bank;Marrakech;CIH Bank - Agence Al Izdihar;Marrakech;1,5;"Service nul une conseillère et un chef d'agence qui ne sert à rien
Vous ne méritez même pas une étoile
À éviter";il y a 2 ans
CIH Bank;Marrakech;CIH Bank - Agence Al Izdihar;Marrakech;1,5;C’est nul , service incompétent (khususan moulat la caisse );il y a un an
CIH Bank;Marrakech;CIH Bank - Agence Al Izdihar;Marrakech;1,5;Cih banque izdihar vers iraki personnel vraiment insouciant impoli qui se comporte grosssierement surtout la dame en voile on leur ramene notre argent et ils se comportent mal , je n’ouvre plus le compte chez eux;il y a un an
CIH Bank;Marrakech;CIH Bank - Agence Al Izdihar;Marrakech;1,5;Leurs services est très lent. Aucun respect au file d'attente.  Agent sécurité occuper par son téléphone .;il y a 6 ans
CIH Bank;Marrakech;CIH Bank - Agence Al Izdihar;Marrakech;1,5;La pire banque avec le pire service c’est nul;il y a un an
CIH Bank;Marrakech;CIH Bank - Agence Al Izdihar;Marrakech;1,5;Il n'y a pas d agence dans cet emplacement,!!;il y a 11 mois
CIH Bank;Marrakech;CIH Bank - Agence Al Izdihar;Marrakech;1,5;Il n'y a pas d'agence ici 😡 …;il y a 8 mois
CIH Bank;Marrakech;CIH Bank - Agence Al Izdihar;Marrakech;1,5;Bon Service, sauf que cette banque est non détectable quelque fois sur google map.;il y a 3 ans
CIH Bank;Marrakech;CIH Bank - Agence Al Izdihar;Marrakech;1,5;C'est une agence bancaire du groupe CIH.Elle est située sur le boulevard double voie al izdihar;il y a 2 ans
CIH Bank;Marrakech;CIH Bank - Agence Al Izdihar;Marrakech;1,5;Pas de respect pas d'organisation un mauvais accueil pour les nouveaux clients;il y a 5 ans
CIH Bank;Marrakech;CIH Bank - Agence Al Izdihar;Marrakech;1,5;Le guichet est toujours vide 😡 …;il y a un an
CIH Bank;Marrakech;CIH Bank - Agence Al Izdihar;Marrakech;1,5;Système tout le temps ne marche pas une honte pour le 21 siècle banque â éviter;il y a 4 ans
CIH Bank;Marrakech;CIH Bank - Agence Al Izdihar;Marrakech;1,5;Y pas beaucoup des guichets;il y a un an
CIH Bank;Marrakech;CIH Bank - Agence Al Izdihar;Marrakech;1,5;mauvais service et le GAB toujours hors service;il y a 2 ans
CIH Bank;Marrakech;CIH Bank - Agence Al Izdihar;Marrakech;1,5;Je préfère toujours cih;il y a un an
CIH Bank;Marrakech;CIH Bank - Agence Al Izdihar;Marrakech;1,5;service trop lent !!;il y a 5 ans
CIH Bank;Marrakech;CIH Bank - Agence Al Izdihar;Marrakech;1,5;Service médiocre;il y a 3 ans
CIH Bank;Marrakech;CIH Bank - Agence Al Izdihar;Marrakech;1,5;Service nul;il y a 5 ans
CIH Bank;Marrakech;CIH Bank - Agence Al Izdihar;Marrakech;1,5;Manque de professionnalisme;il y a 6 ans
CIH Bank;Marrakech;CIH Bank - Agence Al Izdihar;Marrakech;1,5;Le personnel sur place ne les sert pas rapidement;il y a 2 mois
CIH Bank;Marrakech;CIH Bank - Agence Al Izdihar;Marrakech;1,5;Mauvais mauvais mauvais services 😑. Toujours une perte de temps. Ils ont besoin de plus de personnel pour rendre les services fluides et si quelqu'un prend un jour de congé ou des vacances, il devrait être remplacé, sans attendre son retour. …;il y a 2 ans
CIH Bank;Marrakech;CIH Bank - Agence Al Izdihar;Marrakech;1,5;"La pire agence de tous les temps, 2 ans avec un temps d'attente insensé et pourtant ils n'ont même pas pensé à ajouter un autre caissier.
Le pire service client également.";il y a 2 ans
CIH Bank;Marrakech;CIH Bank - Agence Al Izdihar;Marrakech;1,5;"Services très lents
Tout le temps, dans toutes les agences, le système est en panne et le réseau est faible, cela doit prendre plus de deux heures pour attendre mon tour et deux heures pour traiter le service dont j'ai besoin.";il y a 2 ans
CIH Bank;Marrakech;CIH Bank - Agence Al Izdihar;Marrakech;1,5;Les gens qui trouvent ce CIH le prennent en photo pour nous jusqu'à ce qu'ils s'ennuient et ne trouvent rien d'autre.;il y a 8 mois
CIH Bank;Marrakech;CIH Bank - Agence Al Izdihar;Marrakech;1,5;J'apprécie vraiment le service 😁 et c'est la raison pour laquelle j'ai demandé un changement d'agence. Je recommande cette succursale les yeux fermés 😊 …;il y a un an
CIH Bank;Marrakech;CIH Bank - Agence Al Izdihar;Marrakech;1,5;La pire agence avec le pire service. Un message au responsable de cette agence, vous êtes vraiment mauvais, je ne conseille à personne de venir ici. Que Dieu se venge de toi !;il y a 2 ans
CIH Bank;Marrakech;CIH Bank - Agence Al Izdihar;Marrakech;1,5;Service horrible que j'ai reçu et pas pour la première fois, pas content, et les gars que je ne recommande pas;il y a un an
CIH Bank;Marrakech;CIH Bank - Agence Al Izdihar;Marrakech;1,5;Une très mauvaise agence... et les employés sont pires et le traitement n'est pas professionnel;il y a 2 ans
CIH Bank;Marrakech;CIH Bank - Agence Al Izdihar;Marrakech;1,5;Le pire de tous les temps ! je suis très déçu;il y a 3 ans
CIH Bank;Marrakech;CIH Bank - Agence Al Izdihar;Marrakech;1,5;C'est bon;il y a un an
CIH Bank;Marrakech;CIH Bank - Agence Al Izdihar;Marrakech;1,5;Service de qualité inférieure;il y a 2 ans
CIH Bank;Marrakech;CIH Bank - Agence Al Izdihar;Marrakech;1,5;très mauvais service!;il y a 2 ans
CIH Bank;Marrakech;CIH Bank - Agence Al Izdihar;Marrakech;1,5;Service très médiocre.;il y a 2 ans
CIH Bank;Marrakech;CIH Bank - Agence Al Izdihar;Marrakech;1,5;Service zéro;il y a 8 mois
CIH Bank;Marrakech;CIH Bank - Agence Al Izdihar;Marrakech;1,5;J'en ai fini avec cette banque;il y a 4 ans
CIH Bank;Marrakech;CIH Bank - Agence Al Izdihar;Marrakech;1,5;"Accueillir,
Nous sommes désolés de n'avoir pas pu répondre à vos attentes.
Nous vous invitons à nous contacter au 4747 ou à reclamations-clients@cihbank.ma, nous ferons de notre mieux pour vous offrir un meilleur service.";il y a 5 mois
CIH Bank;Marrakech;CIH Bank - Agence Al Izdihar;Marrakech;1,5;"Bonjour,
Nous nous excusons de n'avoir pas pu répondre à vos attentes. Veuillez nous contacter au 4747 ou à reclamations-clients@cihbank.ma et nous ferons de notre mieux pour vous offrir un meilleur service.";il y a 5 mois
CIH Bank;Marrakech;CIH Bank - Agence Al Izdihar;Marrakech;1,5;"Bonjour,
Nous sommes navrés que nous n'ayons pas pu répondre à vos attentes. 
Nous vous invitons à nous contacter sur le 4747 ou sur reclamations-clients@cihbank.ma, nous ferons le nécessaire pour vous offrir un meilleur service.";il y a 8 mois
CIH Bank;Marrakech;CIH Bank - Agence Al Izdihar;Marrakech;1,5;"Bonjour,
Nous nous excusons de n'avoir pas pu répondre à vos attentes. Veuillez nous contacter au 4747 ou à reclamations-clients@cihbank.ma et nous ferons de notre mieux pour vous offrir un meilleur service.";il y a 10 mois
CIH Bank;Marrakech;CIH Bank - Agence Al Izdihar;Marrakech;1,5;"Bonjour,
Nous nous excusons de n'avoir pas pu répondre à vos attentes. Veuillez nous contacter au 4747 ou à reclamations-clients@cihbank.ma et nous ferons de notre mieux pour vous offrir un meilleur service.";il y a un an
CIH Bank;Marrakech;CIH Bank - Agence Al Izdihar;Marrakech;1,5;"Bonjour,
Nous sommes navrés que nous n'ayons pas pu répondre à vos attentes. 
Nous vous invitons à nous contacter sur le 4747 ou sur reclamations-clients@cihbank.ma, nous ferons le nécessaire pour vous offrir un meilleur service.";il y a un an
CIH Bank;Marrakech;CIH Bank - Agence Bab Agnaou;Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000;1,6;J'ai voulu retirer de l'argent, on m'a crédité et je n'ai pas reçu l'espèce. Je suis aller voir un agent qui m'a sourit d'un air moqueur en disant que c'est normal sans m'expliquer. Je demande donc des explications. On m'explique que oui la banque est non compatible, donc vous allez être crédité mais que 48h plus tard vous allez être remboursé. Je trouve ça un peu facile, car on est en fin de semaine et que je prend l'avion pour rentrer demain. Je demande alors une chose extrêmement simple. Juste un papier prouvant la compatibilité ou le fait que je suis crédité ou le fait que je vais être remboursé. Mais non rien. Je pars alors puis je me dis que c'est pas normal alors je rentre à nouveau dans la banque. Et là le monsieur de forte corpulence me répond qu'il ne veut plus me voir, plus me parler et s'en va d'un air paniqué. Donc je m'énerve et cette fois ci j'ai eu une dame qui m'a un peu plus inspiré confiance. Bref je suis parti, j'écris cet avis mais je ne sais toujours pas si au final je vais être remboursé de mes 100 euros !!! À suivre mais surtout à fuir !!!;il y a un mois
CIH Bank;Marrakech;CIH Bank - Agence Bab Agnaou;Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000;1,6;"Je suis très déçu par l'attitude d'un employé lors de ma visite récente à la banque. Malheureusement, la personne qui m'a reçu a fait preuve d'un manque flagrant de professionnalisme et de courtoisie. Elle s'est adressée à moi d'une manière désagréable et condescendante, ce qui m'a mis très mal à l'aise. Le ton de sa voix et ses remarques étaient non seulement déplacés mais aussi irrespectueux, ce qui est inacceptable dans un cadre professionnel.

En tant que client, je m'attends à être traité avec respect et à recevoir un service aimable et compétent. Cette expérience m'a laissé une impression très négative de l'établissement. Il est essentiel que la direction prenne des mesures pour revoir la formation de son personnel afin de garantir un meilleur accueil et une meilleure assistance à la clientèle.";il y a 9 mois
CIH Bank;Marrakech;CIH Bank - Agence Bab Agnaou;Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000;1,6;"Je suis très déçu de la gestion des clients à la banque CIHBANK, particulièrement à l'agence de Bab Agnaou. J'ai récemment eu une expérience extrêmement frustrante où j'ai dû attendre plus d'une heure et demie avant d'être servi. Quand j'ai enfin pu parler à quelqu'un, on m'a dit que le système numérique ne fonctionnait pas, ce qui expliquait les longs délais d'attente.
Ce manque d'organisation et de communication est inacceptable pour une banque. J'aurais apprécié qu'on me tienne informé plus tôt et qu'on propose des solutions alternatives pour réduire l'attente. Cette expérience a sérieusement ébranlé ma confiance en cette banque. Je ne recommanderais pas cette banque à d'autres à moins qu'ils n'améliorent leurs services et leur gestion des clients.";il y a 7 mois
CIH Bank;Marrakech;CIH Bank - Agence Bab Agnaou;Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000;1,6;"Slm, les agences cih de Marrakech ont tous un mauvais service avec les clients surtout celle de l'agence cih médina babagnaw il ont une mauvai personnel surtout le monsieur qui porte les lunettes il traite mal les clients il insulte j'ai  apeller la police pour.les mots vulgaires qui m'a insulter alors jeté choqué la suite j'ai constaté que que le directeur avec tous les personnels De la banque et méme  la  police ont un groupe associer
criminelle contre les clientes dommage existe çà encore au Maroc";il y a 10 mois
CIH Bank;Marrakech;CIH Bank - Agence Bab Agnaou;Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000;1,6;Mauvaise service je parle de cette agence : personne ne réponds au téléphone et surtout avec cette Crise mondial de Covid, tout les agences travail a distance sauf cette agence, Vraiment c'est du n'importe quoi j'avais un problème de la carte ca fait presque une année et le problème n'est pas encore résolu. Sincèrement vous me poussez de change l'agence.;il y a 4 ans
CIH Bank;Marrakech;CIH Bank - Agence Bab Agnaou;Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000;1,6;"Hors service tout le temps!!
Had nas mabghawx ikhdmou, et c’est fermé à partir de 15:30 même si c’est noté à la porte que c’est jusqu’à 15:45 !!";il y a 2 ans
CIH Bank;Marrakech;CIH Bank - Agence Bab Agnaou;Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000;1,6;Service trop lent. temp d'attente est trop long( 40mn )pour un service de 10mn meme pas!;il y a 3 ans
CIH Bank;Marrakech;CIH Bank - Agence Bab Agnaou;Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000;1,6;Salem je comprends pas comment on peut afficher des horaires sur internet se déplacer et  trouver l'établissement fermé...  Un peu de sérieux pour une banque....;il y a 3 ans
CIH Bank;Marrakech;CIH Bank - Agence Bab Agnaou;Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000;1,6;Service hot qualité  deux guichets automatiques disponible situé dans le passagère princ marrakech;il y a 4 ans
CIH Bank;Marrakech;CIH Bank - Agence Bab Agnaou;Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000;1,6;Toujours hors service, je ne recommande pas cette agence;il y a 2 ans
CIH Bank;Marrakech;CIH Bank - Agence Bab Agnaou;Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000;1,6;Très bonne agence, avec des personnels très serviable et très gentils.;il y a 4 ans
CIH Bank;Marrakech;CIH Bank - Agence Bab Agnaou;Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000;1,6;"Service 3yan
Trop d'attente";il y a 3 ans
CIH Bank;Marrakech;CIH Bank - Agence Bab Agnaou;Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000;1,6;Le travaille nulll sertou la caisse;il y a 3 ans
CIH Bank;Marrakech;CIH Bank - Agence Bab Agnaou;Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000;1,6;0;il y a 5 mois
CIH Bank;Marrakech;CIH Bank - Agence Bab Agnaou;Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000;1,6;Mauvaise agence;il y a un an
CIH Bank;Marrakech;CIH Bank - Agence Bab Agnaou;Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000;1,6;Pas male;il y a 2 ans
CIH Bank;Marrakech;CIH Bank - Agence Bab Agnaou;Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000;1,6;Service à la clientèle nul;il y a 2 ans
CIH Bank;Marrakech;CIH Bank - Agence Bab Agnaou;Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000;1,6;👎👎😡😡👎👎👎 …;il y a 3 mois
CIH Bank;Marrakech;CIH Bank - Agence Bab Agnaou;Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000;1,6;Une banque très stratégique;il y a 3 ans
CIH Bank;Marrakech;CIH Bank - Agence Bab Agnaou;Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000;1,6;Jamais trouvé;il y a 2 ans
CIH Bank;Marrakech;CIH Bank - Agence Bab Agnaou;Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000;1,6;Juste a smal bank;il y a 6 ans
CIH Bank;Marrakech;CIH Bank - Agence Bab Agnaou;Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000;1,6;La pire agence de Marrakech. les employés sont tellement grossiers et manquent de professionnalisme… aussi le directeur quand nous sommes allés nous plaindre du mauvais traitement du personnel féminin il était tellement arrogant.;il y a 4 mois
CIH Bank;Marrakech;CIH Bank - Agence Bab Agnaou;Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000;1,6;Très mauvaise expérience, nous avons retiré de l'argent et il l'a accepté mais sans nous donner l'argent, nous sommes entrés dans la banque et le traitement a été très mauvais, lorsque nous avons réussi à parler à quelqu'un, il nous a dit qu'il nous le rendrait. Et ce n'était pas comme ça, j'ai perdu mon argent.;il y a un mois
CIH Bank;Marrakech;CIH Bank - Agence Bab Agnaou;Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000;1,6;Mon expérience avec les employées féminines de votre banque a été très mauvaise, notamment avec celle qui se trouve à l'extrême droite, située près du bureau du directeur. Je ne m'attendais pas à être traitée avec autant de nervosité et d'émotion, surtout quand il était de son devoir d'écouter ce que je disais. Il semble que certaines employées ignorent complètement la notion de respect et de professionnalisme dans le traitement des clients. Nous espérons que la direction de la banque interviendra et améliorera le niveau de formation et d’encadrement de ses employés afin de garantir un service client de qualité et professionnel. Ce n’est pas seulement moi qui ai été soumis à ce traitement.;il y a 10 mois
CIH Bank;Marrakech;CIH Bank - Agence Bab Agnaou;Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000;1,6;"Je ne sais pas comment votre banque peut choisir ses collaborateurs !! Comble de froideur, d'irrespect et de mépris dans le traitement des clients, j'avais l'impression d'être dans une institution pénitentiaire.
À cih
à toi de revoir";il y a 5 mois
CIH Bank;Marrakech;CIH Bank - Agence Bab Agnaou;Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000;1,6;Il y a trop de monde et le personnel est peu nombreux, et malheureusement, le service d'ouverture de compte nécessite un rendez-vous, ce qui signifie une longue attente, et on s'étonne d'avoir à peine un rendez-vous pour la semaine suivante.;il y a 4 mois
CIH Bank;Marrakech;CIH Bank - Agence Bab Agnaou;Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000;1,6;Les services dans ce magasin sont très mauvais. Il y a toujours un problème soit avec le système, soit avec une imprimante, soit avec un employé qui n'est pas présent... Depuis six mois, j'essaye d'obtenir ma carte d'extraction d'argent 💳 . …;il y a 2 ans
CIH Bank;Marrakech;CIH Bank - Agence Bab Agnaou;Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000;1,6;Attention, ils scannent les cartes, les dupliquent et il y a une caméra très susceptible de tracer votre code PIN. Ils essaient de retirer 2000MAD chaque jour, deux mois après notre départ du pays. N'utilisez pas ce guichet automatique !!!;il y a 9 mois
CIH Bank;Marrakech;CIH Bank - Agence Bab Agnaou;Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000;1,6;Les services sont hors de propos et constamment saturés avec une lenteur insupportable;il y a un mois
CIH Bank;Marrakech;CIH Bank - Agence Bab Agnaou;Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000;1,6;Mauvais traitement de la part d'une des employées qui a un bureau à l'extrême droite qui a utilisé le mot (qu'est-ce que tu ne comprends pas, quel est mon express) Son temps de travail nécessitait une écoute attentive car je lui racontais …;il y a un an
CIH Bank;Marrakech;CIH Bank - Agence Bab Agnaou;Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000;1,6;Les relations de Zero avec Al-Kalyan étaient irrespectueuses;il y a 3 jours
CIH Bank;Marrakech;CIH Bank - Agence Bab Agnaou;Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000;1,6;Le pire service bancaire que j'ai vu jusqu'à présent dans ma vie. Je voudrais donner 0 étoile au lieu de 1 mais malheureusement pas disponible ici. Les services sont très médiocres. Il n'y a qu'une seule fille à la banque postale, parfois …;il y a un an
CIH Bank;Marrakech;CIH Bank - Agence Bab Agnaou;Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000;1,6;"Très mauvais comportement de la part d'un employé qui a un bureau à l'extrême droite ; À mon avis, il faut agir
Son droit ; Parce que je ne suis pas la première personne lésée par son comportement non professionnel";il y a 9 mois
CIH Bank;Marrakech;CIH Bank - Agence Bab Agnaou;Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000;1,6;Malheureusement, il y a une réceptionniste qui ne fait pas son travail, et qui agit avec condescendance. Depuis deux mois, j'attends la carte de crédit en vain. Si cette employée reste, je fermerai mon compte bancaire. .;il y a un an
